1	875	300	10
2	875	300	18
3	875	300	26
4	875	300	34
5	875	300	42
6	875	300	50
7	875	380	10
8	875	380	18
9	875	380	26
10	875	380	34
11	875	380	42
12	875	380	50
13	875	460	10
14	875	460	18
15	875	460	26
16	875	460	34
17	875	460	42
18	875	460	50
19	875	540	10
20	875	540	18
21	875	540	26
22	875	540	34
23	875	540	42
24	875	540	50
25	875	620	10
26	875	620	18
27	875	620	26
28	875	620	34
29	875	620	42
30	875	620	50
31	875	700	10
32	875	700	18
33	875	700	26
34	875	700	34
35	875	700	42
36	875	700	50
37	893	300	10
38	893	300	18
39	893	300	26
40	893	300	34
41	893	300	42
42	893	300	50
43	893	380	10
44	893	380	18
45	893	380	26
46	893	380	34
47	893	380	42
48	893	380	50
49	893	460	10
50	893	460	18
51	893	460	26
52	893	460	34
53	893	460	42
54	893	460	50
55	893	540	10
56	893	540	18
57	893	540	26
58	893	540	34
59	893	540	42
60	893	540	50
61	893	620	10
62	893	620	18
63	893	620	26
64	893	620	34
65	893	620	42
66	893	620	50
67	893	700	10
68	893	700	18
69	893	700	26
70	893	700	34
71	893	700	42
72	893	700	50
73	911	300	10
74	911	300	18
75	911	300	26
76	911	300	34
77	911	300	42
78	911	300	50
79	911	380	10
80	911	380	18
81	911	380	26
82	911	380	34
83	911	380	42
84	911	380	50
85	911	460	10
86	911	460	18
87	911	460	26
88	911	460	34
89	911	460	42
90	911	460	50
91	911	540	10
92	911	540	18
93	911	540	26
94	911	540	34
95	911	540	42
96	911	540	50
97	911	620	10
98	911	620	18
99	911	620	26
100	911	620	34
101	911	620	42
102	911	620	50
103	911	700	10
104	911	700	18
105	911	700	26
106	911	700	34
107	911	700	42
108	911	700	50
109	929	300	10
110	929	300	18
111	929	300	26
112	929	300	34
113	929	300	42
114	929	300	50
115	929	380	10
116	929	380	18
117	929	380	26
118	929	380	34
119	929	380	42
120	929	380	50
121	929	460	10
122	929	460	18
123	929	460	26
124	929	460	34
125	929	460	42
126	929	460	50
127	929	540	10
128	929	540	18
129	929	540	26
130	929	540	34
131	929	540	42
132	929	540	50
133	929	620	10
134	929	620	18
135	929	620	26
136	929	620	34
137	929	620	42
138	929	620	50
139	929	700	10
140	929	700	18
141	929	700	26
142	929	700	34
143	929	700	42
144	929	700	50
145	947	300	10
146	947	300	18
147	947	300	26
148	947	300	34
149	947	300	42
150	947	300	50
151	947	380	10
152	947	380	18
153	947	380	26
154	947	380	34
155	947	380	42
156	947	380	50
157	947	460	10
158	947	460	18
159	947	460	26
160	947	460	34
161	947	460	42
162	947	460	50
163	947	540	10
164	947	540	18
165	947	540	26
166	947	540	34
167	947	540	42
168	947	540	50
169	947	620	10
170	947	620	18
171	947	620	26
172	947	620	34
173	947	620	42
174	947	620	50
175	947	700	10
176	947	700	18
177	947	700	26
178	947	700	34
179	947	700	42
180	947	700	50
181	965	300	10
182	965	300	18
183	965	300	26
184	965	300	34
185	965	300	42
186	965	300	50
187	965	380	10
188	965	380	18
189	965	380	26
190	965	380	34
191	965	380	42
192	965	380	50
193	965	460	10
194	965	460	18
195	965	460	26
196	965	460	34
197	965	460	42
198	965	460	50
199	965	540	10
200	965	540	18
201	965	540	26
202	965	540	34
203	965	540	42
204	965	540	50
205	965	620	10
206	965	620	18
207	965	620	26
208	965	620	34
209	965	620	42
210	965	620	50
211	965	700	10
212	965	700	18
213	965	700	26
214	965	700	34
215	965	700	42
216	965	700	50
